3.48734e-08,-1.16961e+11
3.5304e-08,-1.16961e+11
3.57399e-08,-1.16961e+11
3.61812e-08,-1.16961e+11
3.6628e-08,-1.1696e+11
3.70802e-08,-1.1696e+11
3.75381e-08,-1.1696e+11
3.80016e-08,-1.1696e+11
3.84708e-08,-1.1696e+11
3.89458e-08,-1.1696e+11
3.94267e-08,-1.16959e+11
3.99135e-08,-1.16959e+11
4.04064e-08,-1.16959e+11
4.09053e-08,-1.16959e+11
4.14104e-08,-1.16959e+11
4.19217e-08,-1.16959e+11
4.24393e-08,-1.16958e+11
4.29633e-08,-1.16958e+11
4.34938e-08,-1.16958e+11
4.40308e-08,-1.16958e+11
4.45745e-08,-1.16958e+11
4.51249e-08,-1.16958e+11
4.56821e-08,-1.16957e+11
4.62461e-08,-1.16957e+11
4.68171e-08,-1.16957e+11
4.73952e-08,-1.16957e+11
4.79804e-08,-1.16957e+11
4.85729e-08,-1.16956e+11
4.91726e-08,-1.16956e+11
4.97798e-08,-1.16956e+11
5.03944e-08,-1.16956e+11
5.10167e-08,-1.16956e+11
5.16466e-08,-1.16955e+11
5.22843e-08,-1.16955e+11
5.29299e-08,-1.16955e+11
5.35834e-08,-1.16955e+11
5.4245e-08,-1.16955e+11
5.49148e-08,-1.16954e+11
5.55929e-08,-1.16954e+11
5.62793e-08,-1.16954e+11
5.69742e-08,-1.16954e+11
5.76777e-08,-1.16953e+11
5.83899e-08,-1.16953e+11
5.91108e-08,-1.16953e+11
5.98407e-08,-1.16953e+11
6.05796e-08,-1.16952e+11
6.13276e-08,-1.16952e+11
6.20848e-08,-1.16952e+11
6.28514e-08,-1.16952e+11
6.36275e-08,-1.16951e+11
6.44131e-08,-1.16951e+11
6.52085e-08,-1.16951e+11
6.60136e-08,-1.16951e+11
6.68287e-08,-1.1695e+11
6.76539e-08,-1.1695e+11
6.84892e-08,-1.1695e+11
6.93349e-08,-1.16949e+11
7.0191e-08,-1.16949e+11
7.10577e-08,-1.16949e+11
7.19351e-08,-1.16949e+11
